Civ_Draft,draft_host,draft_guest,Preset,player,executingPlayer,actionType,Civ,isRandomlyChosen,offset,action,PickNo,FirstPick,GlobalBan,Picker
jWuhu,Daniel,Barles,Hidden Cup 5 Qualifier Bo5,HOST,HOST,ban,Japanese,TRUE,51015,NA,4,0,1,Daniel
jWuhu,Daniel,Barles,Hidden Cup 5 Qualifier Bo5,HOST,HOST,ban,Incas,FALSE,51524,NA,5,0,1,Daniel
jWuhu,Daniel,Barles,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,ban,Bohemians,FALSE,70514,NA,6,0,1,Barles
jWuhu,Daniel,Barles,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Georgians,FALSE,88794,NA,1,1,0,Barles
jWuhu,Daniel,Barles,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Persians,FALSE,97704,NA,2,1,0,Daniel
jWuhu,Daniel,Barles,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Byzantines,FALSE,120707,NA,3,0,0,Barles
jWuhu,Daniel,Barles,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Malay,FALSE,129220,NA,4,0,0,Daniel
jWuhu,Daniel,Barles,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Hindustanis,FALSE,129761,NA,5,0,0,Daniel
jWuhu,Daniel,Barles,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Magyars,FALSE,151771,NA,6,0,0,Barles
jWuhu,Daniel,Barles,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Spanish,FALSE,179979,NA,7,0,0,Barles
jWuhu,Daniel,Barles,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Mongols,FALSE,205339,NA,8,0,0,Daniel
jWuhu,Daniel,Barles,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Cumans,FALSE,234899,NA,9,0,0,Daniel
jWuhu,Daniel,Barles,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Lithuanians,FALSE,258597,NA,10,0,0,Barles
jWuhu,Daniel,Barles,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Franks,FALSE,274237,NA,11,0,0,Barles
jWuhu,Daniel,Barles,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Malians,FALSE,294636,NA,12,0,0,Daniel
JZOjp,Dragonstar,Dratek,Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Armenians,FALSE,6272,NA,1,0,1,The_Dragonstar
JZOjp,Dragonstar,Dratek,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,ban,Dravidians,FALSE,16406,NA,2,0,1,Dratek
JZOjp,Dragonstar,Dratek,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,ban,Malay,FALSE,31295,NA,3,0,1,Dratek
JZOjp,Dragonstar,Dratek,Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Chinese,FALSE,35455,NA,4,0,1,The_Dragonstar
JZOjp,Dragonstar,Dratek,Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Byzantines,FALSE,36200,NA,5,0,1,The_Dragonstar
JZOjp,Dragonstar,Dratek,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,ban,Saracens,FALSE,47400,NA,6,0,1,Dratek
JZOjp,Dragonstar,Dratek,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Persians,FALSE,48505,NA,1,1,0,The_Dragonstar
JZOjp,Dragonstar,Dratek,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Portuguese,FALSE,56681,NA,2,1,0,Dratek
JZOjp,Dragonstar,Dratek,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Italians,FALSE,69641,NA,3,0,0,Dratek
JZOjp,Dragonstar,Dratek,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Khmer,FALSE,88353,NA,4,0,0,The_Dragonstar
JZOjp,Dragonstar,Dratek,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Japanese,FALSE,105395,NA,5,0,0,The_Dragonstar
JZOjp,Dragonstar,Dratek,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Lithuanians,FALSE,130829,NA,6,0,0,Dratek
JZOjp,Dragonstar,Dratek,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Hindustanis,FALSE,158696,NA,7,0,0,Dratek
JZOjp,Dragonstar,Dratek,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Mongols,FALSE,167129,NA,8,0,0,The_Dragonstar
Ktywe,TheBloodless,Nicov,Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Chinese,FALSE,28354,NA,1,0,1,TheBloodless
Ktywe,TheBloodless,Nicov,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,ban,Cumans,FALSE,31188,NA,2,0,1,Nicov
Ktywe,TheBloodless,Nicov,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,ban,Georgians,FALSE,33983,NA,3,0,1,Nicov
Ktywe,TheBloodless,Nicov,Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Incas,FALSE,64699,NA,4,0,1,TheBloodless
Ktywe,TheBloodless,Nicov,Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Gurjaras,FALSE,94690,NA,5,0,1,TheBloodless
Ktywe,TheBloodless,Nicov,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,ban,Armenians,FALSE,98782,NA,6,0,1,Nicov
Ktywe,TheBloodless,Nicov,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Malay,FALSE,120017,NA,1,1,0,Nicov
Ktywe,TheBloodless,Nicov,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Lithuanians,FALSE,128275,NA,2,1,0,TheBloodless
Ktywe,TheBloodless,Nicov,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Malians,FALSE,138539,NA,3,0,0,Nicov
Ktywe,TheBloodless,Nicov,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Portuguese,FALSE,168499,NA,4,0,0,TheBloodless
Ktywe,TheBloodless,Nicov,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Persians,FALSE,197751,NA,5,0,0,TheBloodless
Ktywe,TheBloodless,Nicov,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Bohemians,FALSE,226818,NA,6,0,0,Nicov
Ktywe,TheBloodless,Nicov,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Aztecs,FALSE,249113,NA,7,0,0,Nicov
Ktywe,TheBloodless,Nicov,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Burgundians,FALSE,279073,NA,8,0,0,TheBloodless
lhxot,dKr,sora kuma,Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Lithuanians,FALSE,5827,NA,1,0,1,deaKer
lhxot,dKr,sora kuma,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,ban,Malians,FALSE,8869,NA,2,0,1,Sora kuma
lhxot,dKr,sora kuma,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,ban,Japanese,FALSE,10776,NA,3,0,1,Sora kuma
lhxot,dKr,sora kuma,Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Armenians,FALSE,21318,NA,4,0,1,deaKer
lhxot,dKr,sora kuma,Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Britons,FALSE,47444,NA,5,0,1,deaKer
lhxot,dKr,sora kuma,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,ban,Mayans,FALSE,70045,NA,6,0,1,Sora kuma
lhxot,dKr,sora kuma,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Bohemians,FALSE,81645,NA,1,1,0,Sora kuma
lhxot,dKr,sora kuma,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Byzantines,FALSE,98543,NA,2,1,0,deaKer
lhxot,dKr,sora kuma,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Cumans,FALSE,128198,NA,3,0,0,Sora kuma
lhxot,dKr,sora kuma,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Khmer,FALSE,157941,NA,4,0,0,deaKer
lhxot,dKr,sora kuma,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Malay,FALSE,189403,NA,5,0,0,deaKer
lhxot,dKr,sora kuma,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Persians,FALSE,201388,NA,6,0,0,Sora kuma
lhxot,dKr,sora kuma,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Incas,FALSE,201975,NA,7,0,0,Sora kuma
lhxot,dKr,sora kuma,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Mongols,FALSE,233156,NA,8,0,0,deaKer
LjLfG,Villese,Argh,Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Bohemians,FALSE,2019,NA,1,0,1,Villese
LjLfG,Villese,Argh,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,ban,Portuguese,FALSE,27518,NA,2,0,1,Argh
LjLfG,Villese,Argh,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,ban,Franks,FALSE,36156,NA,3,0,1,Argh
LjLfG,Villese,Argh,Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Khmer,FALSE,54463,NA,4,0,1,Villese
LjLfG,Villese,Argh,Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Byzantines,FALSE,73028,NA,5,0,1,Villese
LjLfG,Villese,Argh,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,ban,Burgundians,FALSE,77041,NA,6,0,1,Argh
LjLfG,Villese,Argh,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Persians,FALSE,96073,NA,1,1,0,Villese
LjLfG,Villese,Argh,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Mongols,FALSE,105835,NA,2,1,0,Argh
LjLfG,Villese,Argh,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Britons,FALSE,112824,NA,3,0,0,Argh
LjLfG,Villese,Argh,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Malay,FALSE,129693,NA,4,0,0,Villese
LjLfG,Villese,Argh,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Aztecs,FALSE,155959,NA,5,0,0,Villese
LjLfG,Villese,Argh,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Berbers,FALSE,164386,NA,6,0,0,Argh
LjLfG,Villese,Argh,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Poles,FALSE,166576,NA,7,0,0,Argh
LjLfG,Villese,Argh,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Saracens,FALSE,188478,NA,8,0,0,Villese
LPaIu,GLX_Rusher,Running,Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Hindustanis,FALSE,6629,NA,1,0,1,GLX_Rusher
LPaIu,GLX_Rusher,Running,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,ban,Cumans,FALSE,29985,NA,2,0,1,Running
LPaIu,GLX_Rusher,Running,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,ban,Incas,FALSE,52657,NA,3,0,1,Running
LPaIu,GLX_Rusher,Running,Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Malay,FALSE,55938,NA,4,0,1,GLX_Rusher
LPaIu,GLX_Rusher,Running,Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Aztecs,FALSE,58537,NA,5,0,1,GLX_Rusher
LPaIu,GLX_Rusher,Running,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,ban,Chinese,FALSE,80747,NA,6,0,1,Running
LPaIu,GLX_Rusher,Running,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Mongols,FALSE,83758,NA,1,1,0,Running
LPaIu,GLX_Rusher,Running,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Georgians,FALSE,95129,NA,2,1,0,GLX_Rusher
LPaIu,GLX_Rusher,Running,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Persians,FALSE,119043,NA,3,0,0,Running
LPaIu,GLX_Rusher,Running,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Goths,FALSE,127374,NA,4,0,0,GLX_Rusher
LPaIu,GLX_Rusher,Running,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Gurjaras,FALSE,146825,NA,5,0,0,GLX_Rusher
LPaIu,GLX_Rusher,Running,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Saracens,FALSE,174867,NA,6,0,0,Running
LPaIu,GLX_Rusher,Running,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Britons,FALSE,206334,NA,7,0,0,Running
LPaIu,GLX_Rusher,Running,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Portuguese,FALSE,210338,NA,8,0,0,GLX_Rusher
lPHgP,Quang Tri,Barles,Hidden Cup 5 Qualifier Bo5,HOST,HOST,ban,Malay,FALSE,12259,NA,1,0,1,Thành Cổ Quảng Trị
lPHgP,Quang Tri,Barles,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,ban,Mayans,FALSE,14374,NA,2,0,1,Barles
lPHgP,Quang Tri,Barles,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,ban,Incas,FALSE,16151,NA,3,0,1,Barles
lPHgP,Quang Tri,Barles,Hidden Cup 5 Qualifier Bo5,HOST,HOST,ban,Chinese,FALSE,33530,NA,4,0,1,Thành Cổ Quảng Trị
lPHgP,Quang Tri,Barles,Hidden Cup 5 Qualifier Bo5,HOST,HOST,ban,Aztecs,FALSE,38928,NA,5,0,1,Thành Cổ Quảng Trị
lPHgP,Quang Tri,Barles,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,ban,Georgians,FALSE,59663,NA,6,0,1,Barles
lPHgP,Quang Tri,Barles,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Khmer,FALSE,63580,NA,1,1,0,Thành Cổ Quảng Trị
lPHgP,Quang Tri,Barles,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Bohemians,FALSE,68563,NA,2,1,0,Barles
lPHgP,Quang Tri,Barles,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Malians,FALSE,94146,NA,3,0,0,Barles
lPHgP,Quang Tri,Barles,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Hindustanis,FALSE,106050,NA,4,0,0,Thành Cổ Quảng Trị
lPHgP,Quang Tri,Barles,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Vietnamese,FALSE,115122,NA,5,0,0,Thành Cổ Quảng Trị
lPHgP,Quang Tri,Barles,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Portuguese,FALSE,128142,NA,6,0,0,Barles
lPHgP,Quang Tri,Barles,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Franks,FALSE,133361,NA,7,0,0,Barles
lPHgP,Quang Tri,Barles,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Spanish,FALSE,163255,NA,8,0,0,Thành Cổ Quảng Trị
lPHgP,Quang Tri,Barles,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Berbers,FALSE,179446,NA,9,0,0,Thành Cổ Quảng Trị
lPHgP,Quang Tri,Barles,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Burgundians,FALSE,201743,NA,10,0,0,Barles
lPHgP,Quang Tri,Barles,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Magyars,FALSE,220686,NA,11,0,0,Barles
lPHgP,Quang Tri,Barles,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Byzantines,FALSE,251235,NA,12,0,0,Thành Cổ Quảng Trị
lpIJy,GL.TaToH,Terz,Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Chinese,FALSE,4384,NA,1,0,1,TaToH
lpIJy,GL.TaToH,Terz,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,ban,Cumans,FALSE,26276,NA,2,0,1,Terz
lpIJy,GL.TaToH,Terz,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,ban,Saracens,FALSE,29707,NA,3,0,1,Terz
lpIJy,GL.TaToH,Terz,Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Romans,FALSE,59187,NA,4,0,1,TaToH
lpIJy,GL.TaToH,Terz,Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Aztecs,FALSE,62322,NA,5,0,1,TaToH
lpIJy,GL.TaToH,Terz,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,ban,Spanish,FALSE,75779,NA,6,0,1,Terz
lpIJy,GL.TaToH,Terz,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Mongols,FALSE,79347,NA,1,1,0,Terz
lpIJy,GL.TaToH,Terz,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Bohemians,FALSE,89917,NA,2,1,0,TaToH
lpIJy,GL.TaToH,Terz,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Georgians,FALSE,94439,NA,3,0,0,Terz
lpIJy,GL.TaToH,Terz,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Hindustanis,FALSE,100970,NA,4,0,0,TaToH
lpIJy,GL.TaToH,Terz,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Khmer,FALSE,106868,NA,5,0,0,TaToH
lpIJy,GL.TaToH,Terz,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Incas,FALSE,122960,NA,6,0,0,Terz
lpIJy,GL.TaToH,Terz,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Burgundians,FALSE,131846,NA,7,0,0,Terz
lpIJy,GL.TaToH,Terz,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Poles,FALSE,151347,NA,8,0,0,TaToH
LwiUU,dogao,andre,Hidden Cup 5 Qualifier Bo5,HOST,HOST,ban,Armenians,FALSE,3894,NA,1,0,1,dogao
LwiUU,dogao,andre,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,ban,Bohemians,FALSE,15160,NA,2,0,1,Andre_2i
LwiUU,dogao,andre,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,ban,Chinese,FALSE,18567,NA,3,0,1,Andre_2i
LwiUU,dogao,andre,Hidden Cup 5 Qualifier Bo5,HOST,HOST,ban,Cumans,FALSE,25205,NA,4,0,1,dogao
LwiUU,dogao,andre,Hidden Cup 5 Qualifier Bo5,HOST,HOST,ban,Malay,FALSE,28583,NA,5,0,1,dogao
LwiUU,dogao,andre,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,ban,Mongols,FALSE,47006,NA,6,0,1,Andre_2i
LwiUU,dogao,andre,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Hindustanis,FALSE,66231,NA,1,1,0,Andre_2i
LwiUU,dogao,andre,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Magyars,FALSE,70548,NA,2,1,0,dogao
LwiUU,dogao,andre,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Saracens,FALSE,97866,NA,3,0,0,Andre_2i
LwiUU,dogao,andre,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Italians,FALSE,123132,NA,4,0,0,dogao
LwiUU,dogao,andre,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Incas,FALSE,147533,NA,5,0,0,dogao
LwiUU,dogao,andre,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Portuguese,FALSE,171297,NA,6,0,0,Andre_2i
LwiUU,dogao,andre,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Khmer,FALSE,193380,NA,7,0,0,Andre_2i
LwiUU,dogao,andre,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Byzantines,FALSE,220983,NA,8,0,0,dogao
LwiUU,dogao,andre,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Burgundians,FALSE,244969,NA,9,0,0,dogao
LwiUU,dogao,andre,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Franks,FALSE,270280,NA,10,0,0,Andre_2i
LwiUU,dogao,andre,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Berbers,FALSE,296857,NA,11,0,0,Andre_2i
LwiUU,dogao,andre,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Vietnamese,FALSE,324756,NA,12,0,0,dogao
MBJhh,repard,pleb,Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Persians,FALSE,11768,NA,1,0,1,repard
MBJhh,repard,pleb,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,ban,Franks,FALSE,29400,NA,2,0,1,IAnTaGoNiStI
MBJhh,repard,pleb,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,ban,Spanish,FALSE,31016,NA,3,0,1,IAnTaGoNiStI
MBJhh,repard,pleb,Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Hindustanis,FALSE,58128,NA,4,0,1,repard
MBJhh,repard,pleb,Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Slavs,FALSE,59065,NA,5,0,1,repard
MBJhh,repard,pleb,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,ban,Vietnamese,FALSE,76258,NA,6,0,1,IAnTaGoNiStI
MBJhh,repard,pleb,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Mongols,FALSE,82268,NA,1,1,0,repard
MBJhh,repard,pleb,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Incas,FALSE,103214,NA,2,1,0,IAnTaGoNiStI
MBJhh,repard,pleb,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Magyars,FALSE,131481,NA,3,0,0,IAnTaGoNiStI
MBJhh,repard,pleb,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Khmer,FALSE,144045,NA,4,0,0,repard
MBJhh,repard,pleb,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Mayans,FALSE,170829,NA,5,0,0,repard
MBJhh,repard,pleb,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Chinese,FALSE,179108,NA,6,0,0,IAnTaGoNiStI
MBJhh,repard,pleb,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Portuguese,FALSE,187191,NA,7,0,0,IAnTaGoNiStI
MBJhh,repard,pleb,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Berbers,FALSE,201360,NA,8,0,0,repard
MrgAg,Sobek,Valas,Hidden Cup 5 Qualifier Bo5,HOST,HOST,ban,Chinese,FALSE,10319,NA,1,0,1,Sobek
MrgAg,Sobek,Valas,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,ban,Magyars,FALSE,13402,NA,2,0,1,Valas
MrgAg,Sobek,Valas,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,ban,Incas,FALSE,17273,NA,3,0,1,Valas
MrgAg,Sobek,Valas,Hidden Cup 5 Qualifier Bo5,HOST,HOST,ban,Persians,FALSE,45599,NA,4,0,1,Sobek
MrgAg,Sobek,Valas,Hidden Cup 5 Qualifier Bo5,HOST,HOST,ban,Vikings,FALSE,54920,NA,5,0,1,Sobek
MrgAg,Sobek,Valas,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,ban,Georgians,FALSE,82052,NA,6,0,1,Valas
MrgAg,Sobek,Valas,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Armenians,FALSE,86205,NA,1,1,0,Valas
MrgAg,Sobek,Valas,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Dravidians,FALSE,102937,NA,2,1,0,Sobek
MrgAg,Sobek,Valas,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Japanese,FALSE,110750,NA,3,0,0,Valas
MrgAg,Sobek,Valas,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Byzantines,FALSE,114570,NA,4,0,0,Sobek
MrgAg,Sobek,Valas,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Cumans,FALSE,116569,NA,5,0,0,Sobek
MrgAg,Sobek,Valas,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Malay,FALSE,140429,NA,6,0,0,Valas
MrgAg,Sobek,Valas,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Burgundians,FALSE,166096,NA,7,0,0,Valas
MrgAg,Sobek,Valas,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Malians,FALSE,191760,NA,8,0,0,Sobek
MrgAg,Sobek,Valas,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Mayans,FALSE,222669,NA,9,0,0,Sobek
MrgAg,Sobek,Valas,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Lithuanians,FALSE,239371,NA,10,0,0,Valas
MrgAg,Sobek,Valas,Hidden Cup 5 Qualifier Bo5,GUEST,GUEST,pick,Hindustanis,FALSE,240301,NA,11,0,0,Valas
MrgAg,Sobek,Valas,Hidden Cup 5 Qualifier Bo5,HOST,HOST,pick,Franks,FALSE,270106,NA,12,0,0,Sobek
mxXUY,Fox.Margougou,Ny4,Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Mongols,FALSE,2869,NA,1,0,1,Margougou
mxXUY,Fox.Margougou,Ny4,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,ban,Italians,FALSE,20371,NA,2,0,1,Ny4JyN
mxXUY,Fox.Margougou,Ny4,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,ban,Incas,FALSE,36729,NA,3,0,1,Ny4JyN
mxXUY,Fox.Margougou,Ny4,Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Persians,FALSE,42217,NA,4,0,1,Margougou
mxXUY,Fox.Margougou,Ny4,Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Portuguese,FALSE,42947,NA,5,0,1,Margougou
mxXUY,Fox.Margougou,Ny4,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,ban,Chinese,FALSE,55423,NA,6,0,1,Ny4JyN
mxXUY,Fox.Margougou,Ny4,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Vikings,FALSE,62557,NA,1,1,0,Ny4JyN
mxXUY,Fox.Margougou,Ny4,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Armenians,FALSE,67962,NA,2,1,0,Margougou
mxXUY,Fox.Margougou,Ny4,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Georgians,FALSE,88494,NA,3,0,0,Ny4JyN
mxXUY,Fox.Margougou,Ny4,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Japanese,FALSE,105598,NA,4,0,0,Margougou
mxXUY,Fox.Margougou,Ny4,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Khmer,FALSE,111083,NA,5,0,0,Margougou
mxXUY,Fox.Margougou,Ny4,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Lithuanians,FALSE,135325,NA,6,0,0,Ny4JyN
mxXUY,Fox.Margougou,Ny4,Hidden Cup 5 Qualifier Bo3,GUEST,GUEST,pick,Dravidians,FALSE,140096,NA,7,0,0,Ny4JyN
mxXUY,Fox.Margougou,Ny4,Hidden Cup 5 Qualifier Bo3,HOST,HOST,pick,Byzantines,FALSE,158345,NA,8,0,0,Margougou
NCQxY,Quang Tri,Tomate,Hidden Cup 5 Qualifier Bo3,HOST,HOST,ban,Chinese,FALSE,3932,NA,1,0,1,Thành Cổ Quảng Trị
